,Time,Values
0,0.0,-1.4620831382777124
1,0.8191999999999999,-2.622262173064377
2,1.6383999999999999,-753.4344594908582
3,2.4576,47.59606952424768
4,3.2767999999999997,9.22368879106961
5,4.096,16.771058254084988
6,4.9152,2.9332773379918957
7,5.7344,0.8110282750876217
8,6.553599999999999,-1.4259141011756196
9,7.3728,-1.663120625907863
10,8.192,-0.09908095184916553
11,9.0112,0.26244546731157536
12,9.8304,-0.16245874733956672
13,10.6496,0.03338108641988796
14,11.4688,0.04483677957255745
15,12.288,-0.02272849655834034
16,13.107199999999999,0.06738530411162273
17,13.926400000000001,-0.1318730119721174
18,14.7456,0.021746190845982564
19,15.5648,-0.026355043845742703
20,16.384,-0.21260079759665365
21,17.2032,-0.10182177950728113
22,18.0224,-0.019162604723109822
23,18.8416,-0.06106306355050667
24,19.6608,-0.009495394166931024
25,20.48,-0.0038547871589011628
26,21.2992,-0.10564767753623397
27,22.1184,0.04154432204662217
28,22.9376,0.056056037931785506
29,23.756800000000002,-0.07432304252075775
30,24.576,-0.08398636677852381
31,25.3952,-0.18546582090562164
32,26.214399999999998,-0.0828642110587435
33,27.0336,-0.14243594009194843
34,27.852800000000002,-0.20107228838435323
35,28.672,0.07429247114041877
36,29.4912,0.06948458981206337
37,30.3104,-0.14469471177297094
38,31.1296,-0.05107443403085964
39,31.9488,0.0004225381293752249
40,32.768,0.06443742709884127
41,33.587199999999996,0.04906226138658069
42,34.4064,-0.09440736302779393
43,35.2256,-0.27102047272237956
44,36.0448,0.001652564732815241
45,36.864000000000004,-0.0856350449915978
46,37.6832,-0.47667247084420705
47,38.5024,-0.7328525557563467
48,39.3216,-0.8203079358028723
